Date and Time Downloaded : 05/04/2021 04:29:42 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000035563","35563","OSPITAL NG MALABON","","","","Hospital","Government","","","F. SEVILLA BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","TAÑONG (POB.)","137502018","1470","+63 025188602","","","ospitalngmalabon@yahoo.com","","","TANCHOCO","MITZI","A.","Chief of Hospital","With License","Level 1","34"
"DOH000000000035564","35564","PASIG DOCTORS MEDICAL CENTER, INC.","","","","Hospital","Private","","","254 AMANG RODRIGUEZ AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","MANGGAHAN","137403011","1611","+63 029972791","+63 028787362","","pdmc.secretariat@yahoo.com","pdmc.jayr@gmail.com","","LANTANO","LOUIE","","Medical Director","With License","Level 2","80"
"DOH000000000035604","35604","PUTATAN HEALTH CENTER ANNEX","","","","Rural Health Unit","Government","","","BURGER PUTATAN","SENTRO PANGKALUSUGAN II","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","PUTATAN","137603006","1772","+63 025529442","","","","","","LANDRITO","ALLAN","A.","Medical Officer","","",""
"DOH000000000036044","36044","BALUBARAN LYING IN CLINIC","","","","Birthing Home","Government","","","P. LUCAS","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MALINTA","137504017","1440","+63 024457030","","","balubaranlic0630@gmail.com","","","REYTAS","MARIA PAZ","","Other","","",""
"DOH000000000036046","36046","POLO LYING IN CLINIC","","","","Birthing Home","Government","","","F.A SEBASTIAN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","PULO","137504026","1444","+63 022945137","","","pololic1010@gmail.com","","","MAGCALAS","MARIA GERLADINE","DE VILLAR","Other","","",""
"DOH000000000036047","36047","LAWANG BATO LYNG IN CLINIC","","","","Birthing Home","Government","Local Government Unit","","CENTRO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","LAWANG BATO","137504013","1447","+63 025778583","","","lblic0901@gmail.com","","","JABAL","MA. CRISTINA","DALAG","Other","With License","","1"
"DOH000000000036392","36392","MARIKINA DOCTORS HOSPITAL AND MEDICAL CENTER, INC.","","","","Hospital","Private","","","10 EVANGELISTA ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SANTOLAN","137403027","1610","+63 025353873","+63 025353934","","mdhmc2015@yahoo.com","","","LACEDA","JEROME","O.","Medical Director","With License","Level 1","54"
"DOH000000000037012","37012","ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - QUEZON CITY, INC.","","","","Hospital","Private","","","NO. 20 SEMINARY ROAD","ACE MEDICAL CENTER QUEZON CITY BUILDING","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAHAY TORO","137404012","1106","+63 023250725","+63 022833993","+63 022834003","acemcquezoncity@gmail.com","acemcquezoncity2@gmail.com","","BELTRAN","VILMA","A.","Other","With License","Level 2","100"
"DOH000000000037053","37053","DELA PAZ HEALTH CENTER ANNEX","","","","Rural Health Unit","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","","","","","","","","","","","","","","Not Applicable","",""
"DOH000000000037054","37054","PALATIW HEALTH CENTER II","","","","Rural Health Unit","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","PALATIW","137403014","","","","","","","","","","","","Not Applicable","",""
"DOH000000000037093","37093","DUHAT HEALTH STATION","","","","Barangay Health Station","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","","","","","","","","","","","","","","Not Applicable","",""
"DOH000000000037094","37094","LOWER TIBAGAN HEALTH STATION","","","","Barangay Health Station","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","","","","","","","","","","","","","","Not Applicable","",""
"DOH000000000037095","37095","CANUMAY EAST LIBIS HEALTH STATION","","","","Barangay Health Station","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","","","","","","","","","","","","","","Not Applicable","",""
"DOH000000000037100","37100","DILIMAN DOCTORS HOSPITAL, INC.","","","","Hospital","Private","","","251 COMMONWEALTH AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","MATANDANG BALARA","137404066","1119","+63 28836900","","+63 29429303","dilimandoctorshospital2011@gmail.com","","","STA. ANA","DENNIS","L.","Other","With License","Level 2","130"
"DOH000000000037265","37265","J.F. SANCHEZ MEDICAL AND LYING-IN CLINIC","","","","Birthing Home","Private","","","330 GENERAL LUIS BAGBAGUIN CORNER ITC COMPOUND","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 165","137501165","1400","+63 026925794","+63 024543306","","jfsanchezmedicalclinic@yahoo.com.ph","","","SANCHEZ","JOSELITO","FRUTO","Medical Director","With License","","1"
"DOH000000000037966","37966","ROSARIO MACLANG BAUTISTA GENERAL HOSPITAL","","","","Hospital","Government","Local Government Unit","","IBF ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BATASAN HILLS","137404139","1126","+63 024000648","","","rmbgh@quezoncity.gov.ph","rmbgh2019@gmail.com","","CABOTAGE","RICHARD JOSEPH","CABACCAN","Chief of Hospital","With License","Level 1","107"
"DOH000000000038002","38002","CABARLES MATERNITY (LYING-IN), MEDICAL AND CHILDREN'S CLINIC","","","","Infirmary","Private","","","2 HEAVENLY DRIVE CORNER SUSANO ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SAN AGUSTIN","137404095","1117","+63 0289839826","+63 0289363366","","cabarles_clinic@yahoo.com","uterus_baby@yahoo.com","","CABARLES","RORY","DUMARAY","Medical Director","With License","","9"
"DOH000000000038397","38397","POPE JOHN PAUL II HOSPITAL AND MEDICAL CENTER INC.","","","","Hospital","Private","","","545 E ALABANG ZAPOTE ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","TALON UNO","137601008","1747","+63 88260285","","","pjp2hmc.executivesecretary@gmail.com","","","SINGH","NINGTHOUKHONGJAM","IBOHAL","Other","With License","Level 2","100"
"DOH000000000038972","38972","RESEARCH INSTITUTE FOR TROPICAL MEDICINE, INC. (RITM)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","","","","+63 0288072631","+63 0288072632","","","","","","","","","With License","",""
"DOH000000000038974","38974","SAN LAZARO HOSPITAL","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","+63 0287323778","+63 0287323776","","","","","","","","","With License","",""
"DOH000000000038977","38977","UNIVERSITY OF THE PHILIPPINES NATIONAL INSTITUTES OF HEALTH (UP NIH)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","+63 0285264349","","","","","","","","","","With License","",""
"DOH000000000038978","38978","LUNG CENTER OF THE PHILIPPINES (LCP)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 0289246101","","","","","","","","","","With License","",""
"DOH000000000038981","38981","VICTORIANO LUNA MEDICAL CENTER (AFRIMS) (RT-PCR)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","","","","","","","","","","","With License","",""
"DOH000000000038982","38982","ST. LUKE'S MEDICAL CENTER - QC (RT-PCR)","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 0287230101","","","","","","","","","","With License","",""
"DOH000000000038983","38983","ST. LUKE'S MEDICAL CENTER - BGC (HB) (RT-PCR)","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","","","","+63 0287897700","","","","","","","","","","With License","",""
"DOH000000000038984","38984","THE MEDICAL CITY - ORTIGAS","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","","","","+63 0289881000","","","","","","","","","","With License","",""
"DOH000000000038985","38985","PHILIPPINE RED CROSS - NATIONAL BLOOD CENTER","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","","","","+63 0287902300","","","","","","","","","","With License","",""
"DOH000000000038986","38986","PHILIPPINE GENOME CENTER UP-DILIMAN (NHB)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","++63 0298918500","","","","","","","","","","With License","",""
"DOH000000000038987","38987","MAKATI MEDICAL CENTER (HB)","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","","","","+63 0288888999","","","","","","","","","","With License","",""
"DOH000000000038989","38989","DETOXICARE MOLECULAR DIAGNOSTICS LABORATORY","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","","","","+63 0282564681","","","","","","","","","","With License","",""
"DOH000000000038990","38990","MARIKINA MOLECULAR DIAGNOSTIC LABORATORY","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","","","","","","","","","","","","","","With License","",""
"DOH000000000038991","38991","CHINESE GENERAL HOSPITAL","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","+63 0287114141","","","","","","","","","","With License","",""
"DOH000000000038992","38992","UNIVERSITY OF THE PHILIPPINES UP-PGH-MRL (NHB)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","+63 0285548400","","","","","","","","","","With License","",""
"DOH000000000038996","38996","SINGAPORE DIAGNOSTICS, INC.","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","","","","+63 0288450655","","","","","","","","","","With License","",""
"DOH000000000038997","38997","ASIAN HOSPITAL AND MEDICAL CENTER","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","","","","+63 0287719000","","","","","","","","","","With License","",""
"DOH000000000039001","39001","PHILIPPINE RED CROSS LOGISTICS AND MULTIPURPOSE CENTER","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","","","","+63 0287902300","","","","","","","","","","With License","",""
"DOH000000000039003","39003","LUNG CENTER OF THE PHILIPPINES (GENEXPERT)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 0289246101","","","","","","","","","","With License","",""
"DOH000000000039009","39009","TONDO MEDICAL CENTER (GENEXPERT)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","+63 0288659000","","","","","","","","","","With License","",""
"DOH000000000039010","39010","DR. JOSE n. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM (GENEXPERT)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","+63 0282942571","+63 0282942572","","","","","","","","","With License","",""
"DOH000000000039011","39011","NATIONAL KIDNEY AND TRANSPLANT INSTITUTE (NKTI) - (HB)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 0289810300","","","","","","","","","","With License","",""
"DOH000000000039012","39012","PHILIPPINE NATIONAL POLICE CRIME LABORATORY (PNP CRIME LAB.)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 0234143334","","","","","","","","","","With License","",""
"DOH000000000039015","39015","HI-PRECISION DIAGNOSTICS - QUEZON CITY","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 0287417777","","","","","","","","","","With License","",""
"DOH000000000039016","39016","TROPICAL DISEASE FOUNDATION, INC.","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","","","","+63 0288940741","","","","","","","","","","With License","",""
"DOH000000000039020","39020","SAFEGUARD DNA DIAGNOSTIC, INC.","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","","","","","","","","","","","","","","With License","",""
"DOH000000000039023","39023","PHILIPPINE RED CROSS - PORT AREA","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","+63 0285270861","","","","","","","","","","With License","",""
"DOH000000000039028","39028","STA. ANA HOSPITAL - CLOSED SYSTEM MOLECULAR LABORATORY","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","CITY OF MANILA","133900000","","","","","","","","","","","","","","With License","",""
"DOH000000000039033","39033","FE DEL MUNDO MEDICAL CENTER","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","","","","","","","","","","","With License","",""
"DOH000000000039041","39041","SAN MIGUEL FOUNDATION TESTING LABORATORY","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","","","","","","","","","","","","","","With License","",""
"DOH000000000039044","39044","HEALTH DELIVERY SYSTEMS, INC.","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","","","","","","","","","","","","","","With License","",""
"DOH000000000039045","39045","DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL AND SANITARIUM (TALA)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","","","","","","","","","","","","With License","",""
"DOH000000000039046","39046","PHILIPPINE HEART CENTER","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","","","","","","","","","","","With License","",""
"DOH000000000039047","39047","PHILIPPINE AIRPORT DIAGNOSTIC LABORATORY","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","","","","","","","","","","","","","","With License","",""
"DOH000000000039064","39064","NATIONAL KIDNEY AND TRANSPLANT INSTITUTE (NKTI) - (HB) (CARTRIDGE - BASED PCR)","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","+63 0285264349","+63 0285264266","","","","","","","","","With License","",""
"DOH000000000039135","39135","DE LOS SANTOS MEDICAL CENTER","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","","","","","","","","","","","With License","",""
"DOH000000000039136","39136","PHILIPPINE CHILDREN'S MEDICAL CENTER","","","","COVID-19 Testing Laboratory","Government","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","","","","","","","","","","","","","","With License","",""
"DOH000000000039137","39137","UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC.","","","","COVID-19 Testing Laboratory","Private","","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","","","","","","","","","","","","","","With License","",""
"DOH000000000039151","39151","VILLAFRIA HEALTH CARE DIAGNOSTIC LABORATORY","","","","General Clinic Laboratory","Private","","","152 PROGRESO ST.,","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 133","137501133","1400","+63 023328031","","","villafria56@yahoo.com","","","VILLAFRIA","JOSE","","Other","With License","Level 2",""
"DOH000000000039152","39152","PRIMELAB, INC.","","","","General Clinic Laboratory","Private","","","98 M. ASISTIO ST., 10TH AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 107","137501107","1406","+63 023650487","","","primelabincorporated@gmail.com","martyngianfresnoza@gmail.com","","GO","MARITESS","SY","Other","With License","Level 2",""
"DOH000000000039153","39153","ST. THADDEUS X-RAY SERVICES","","","","General Clinic Laboratory","Private","","","BLOCK 15 LOT 8 PHASE 5","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 176","137501176","1400","+63 0287887977","+63 0289888061","","doviejane_cagadoc@yahoo.com","","","CAGADOC","DOVIE JANE","","Other","With License","Level 1",""
"DOH000000000039154","39154","CITILAB MEDICAL IMAGING & DIAGNOSTIC CENTER, INC.","","","","General Clinic Laboratory","Private","","","386 A. MABINI STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  15","137501015","1400","+63 022870692","+63 022873191","","mgr.citilab@gmail.com","","","SAN DIEGO","PEDRO JR.","","Other","With License","Level 2",""
"DOH000000000039155","39155","GOOD SHEPHERD CHILDREN'S MEDICAL & MATERNITY CLINIC","","","","General Clinic Laboratory","Private","","","856 MALARIA STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 185","137501185","1400","+63 0289616173","","","goodshepherdclinic91@gmail.com","draedz@yahoo.com","","PANGILINAN","EDNA","","Other","With License","Level 1",""
"DOH000000000039156","39156","ST. JUDE MEDICAL CLINIC AND DIAGNOSTIC CENTER","","","","General Clinic Laboratory","Private","","","BLOCK 51 LOT 3 PHASE 3","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY   8","137501008","1400","+63 89216173","","","stjudemedcen@gmail.com","","","CRUZ","MARIA FE","","Other","With License","Level 2",""
"DOH000000000039157","39157","THE MEDICAL CITY CLINIC @ VICTORY MALL","","","","General Clinic Laboratory","Private","","","VICTORY COMPOUND, RIZAL AVENUE","3/F VICTORY MALL","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","1400","+63 023514978","+63 023514987","","tmcvictorymall@themedicalcity.com","","","TULOD","LUZVIMINDA","","Other","With License","Level 2",""
"DOH000000000039158","39158","CENTRALLE MEDICAL DIAGNOSTICS & POLYCLINIC, INC.","","","","General Clinic Laboratory","Private","","","6TH AVENUE COR. M.H. DEL PILAR ST.,","G/F 1ST AMIJI MANSION","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 110","137501110","1400","+63 023610106","","","lab@centrallemedical.com","","centrallemedical.com","CHING","IRENE","","Other","With License","Level 3",""
"DOH000000000039159","39159","BIOSCAN CLINICAL LABORATORY - CALOOCAN","","","","General Clinic Laboratory","Private","","","UNIT 9 J. TEODORO ST., 4TH AVE., GRACE PARK","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  51","137501051","1406","+63 0283621633","+63 0283629246","","bioscanlab@yhaoo.com","","","CHENG","NAOMI","ANG","Other","With License","Level 2",""
"DOH000000000039160","39160","OLYMPUS MEDICAL AND DIAGNOSTIC CLINIC","","","","General Clinic Laboratory","Private","","","333 A. MABINI STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  15","137501015","1400","+63 0289544110","+63 0283545338","","olympusmedical2015@gmail.com","","","NICOLAS","J. PATRICK","","Other","With License","Level 2",""
"DOH000000000039161","39161","CLINICA CARITAS - MONUMENTO","","","","General Clinic Laboratory","Private","","","MONUMENTO CIRCLE","5/F ARANETA SQUARE MALL","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","","","1400","+63 0283659565","","","cc-monumento@caritashealthshied.com.ph","","","ARROJADO","MA. MURIEL","","Medical Director","With License","Level 2",""
"DOH000000000039162","39162","CENTRALLE MEDICAL DIAGNOSTICS & POLYCLINIC, INC.","","","","General Clinic Laboratory","Private","","","SUSANO ROAD, CAMARIN","UNIT 5-7 RDF BLDG.","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 175","137501175","1400","+63 029620950","","","lab@centrallemedical.com","camarincmdp@yahoo.com","","CHING","IRENE","","Other","With License","Level 1",""
"DOH000000000039163","39163","HIGH CONTRAST LABORATORY","","","","General Clinic Laboratory","Private","","","ZAPOTE COR. CAMARIN ROAD","2/F FRAN-GLO BLDG.","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  78","137501078","1400","+63 0285129302","+63 0283715450","","orlanazores@yahoo.com","","","AZORES","ORLANDO","","Other","With License","Level 1",""
"DOH000000000039164","39164","ST. MICHAEL'S MEDICAL CLINIC & DIAGNOSTIC CENTER","","","","General Clinic Laboratory","Private","","","101 RIZAL AVENUE EXTENSION","G/F NORTH WEST PLAZA","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  86","137501086","1400","+63 0284426036","","","smmc_monumento@yahoo.com","","","SIA","MICHAEL LAWRENCE","","Other","With License","Level 2",""
"DOH000000000039165","39165","A-PLUS HEALTHCARE MEDICAL AND DIAGNOSTIC CORPORATION","","","","General Clinic Laboratory","Private","","","316 EDSA, MONUMENTO","2/F 316 BLDG.","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  86","137501086","1400","8-277-3673","","","aplus.mdc@gmail.com","","","YAP","AIMEE MARGARET","","Other","With License","Level 2",""
"DOH000000000039166","39166","CORECARE LABORATORY AND MULTISPECIALTY CLINIC","","","","General Clinic Laboratory","Private","","","711 HILTON ST., CEFELS PARK SUBDIVISION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY 169","137501169","1400","+63 024425633","","","corecarelmc2018@yahoo.com","","","BACLIG","NONA MARIE","","Other","With License","Level 1",""
"DOH000000000039167","39167","WELL-J MEDICAL CLINIC","","","","General Clinic Laboratory","Private","","","BLOCK 37-J LOT 9 PHASE 3 F1 DAGAT-DAGATAN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  12","137501012","1400","+63 023595469","+63 023595470","","wjmedclinic@gmail.com","","","DIEZ","MA. ELSIE","","Other","With License","Level 2",""
